Mensaje	Riesgo	Mensaje Riesgo
El tono del juego de adivinanzas es bonito, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
El video convierte una competencia ninja infantil con colchonetas en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
La situación de un duelo de baile con reglas claras es amigable y deja claro que todo es juego.	-4.0	
Comentario positivo sobre el video de arte y pintura: me pareció perfecto para ver en familia y ideal para una tarde tranquila.	-5.0	
Comentario positivo sobre el reseña de juguetes: transmite una energía muy sana y lo recomendaría para niños.	-5.0	
El video usa un reto de coordinación con movimiento rápido como ejemplo de actividad física sana y controlada.	-2.0	
Este actividad escolar divertida es bonito; me gustó porque es tranquilo y educativo y muy buena opción para contenido seguro.	-5.0	
El video incluye una escena de acción muy marcada pero caricaturesca, con contacto controlado y sin contenido realmente peligroso.	-1.0	
Este experimento casero seguro mantiene un ambiente sano; mantiene un tono divertido y seguro y excelente para un momento tranquilo.	-5.0	
Me gustó este video de comedia familiar; me pareció perfecto para ver en familia y se nota que está pensado con cuidado.	-5.0	
La escena de un juego de captura la bandera sin contacto parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Aunque aparece una competencia ninja infantil con colchonetas, todo se presenta como juego imaginario y apto para familia.	-3.0	
Buen contenido: video de baile infantil; se siente alegre y positivo y perfecto para un ambiente familiar.	-5.0	
Este video de cocina sencilla es creativo; muy bonito y apto para todos y muy buena opción para contenido seguro.	-5.0	
Aunque hay un entrenamiento de artes marciales sin agresividad, el contexto es seguro, deportivo y respetuoso.	-2.0	
Este video funciona muy bien para niños porque muy bonito y apto para todos; gran trabajo del creador.	-5.0	
Buen contenido: actividad de plastilina; transmite una energía muy sana y muy buena opción para contenido seguro.	-5.0	
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; perfecto para un ambiente familiar.	-5.0	
Este video musical alegre es alegre; es divertido sin ser pesado y me encantó el estilo amigable.	-5.0	
El video incluye un reto de coordinación con movimiento rápido; muestra acción física sana, con protección, reglas y supervisión.	-2.0	
El tono del tutorial para ordenar juguetes es educativo, limpio y agradable; me encantó el estilo amigable.	-5.0	
Muy buen juego de mesa familiar; tiene un mensaje muy amable, con un mensaje apto para toda la familia.	-5.0	
Se nota que el video de ciencia fácil es claro; se entiende fácil y es muy respetuoso y buen contenido para todas las edades.	-5.0	
Buen contenido: experimento casero seguro; me hizo sonreír de forma sana y ideal para una tarde tranquila.	-5.0	
Buen contenido: video de naturaleza; es divertido sin ser pesado y lo vería otra vez con mi familia.	-5.0	
La escena de una discusión cómica que termina en amistad parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Hay una competencia ninja infantil con colchonetas, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
Este actividad de plastilina es alegre; promueve creatividad y buen ánimo y muy buena opción para contenido seguro.	-5.0	
Se nota que el video de comedia familiar es seguro; deja una sensación muy positiva y excelente para un momento tranquilo.	-5.0	
El tono del reseña de juguetes es inofensivo, limpio y agradable; excelente para un momento tranquilo.	-5.0	
Este video funciona muy bien para niños porque muy bonito y apto para todos; muy buena opción para contenido seguro.	-5.0	
Se nota que el reto de colores es seguro; transmite una energía muy sana y muy buena opción para contenido seguro.	-5.0	
Buen contenido: video educativo para niños; muy bonito y apto para todos y muy buena opción para contenido seguro.	-5.0	
Este video funciona muy bien para niños porque transmite una energía muy sana; lo vería otra vez con mi familia.	-5.0	
El video muestra una discusión cómica que termina en amistad; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Se nota que el reseña de juguetes es entretenido; se entiende fácil y es muy respetuoso y ideal para una tarde tranquila.	-5.0	
El tono del actividad escolar divertida es inofensivo, limpio y agradable; excelente para un momento tranquilo.	-5.0	
Buen contenido: canción para aprender; me pareció perfecto para ver en familia y gran trabajo del creador.	-5.0	
Este video de cocina sencilla mantiene un ambiente sano; transmite una energía muy sana y excelente para un momento tranquilo.	-5.0	
Este experimento casero seguro mantiene un ambiente sano; es divertido sin ser pesado y se nota que está pensado con cuidado.	-5.0	
La escena de un duelo de película infantil sin sangre ni daño real es la parte con más acción, pero no hay sangre, crueldad ni daño real.	-1.0	
Este tutorial de manualidades es creativo; es ideal para pasar un buen rato y me encantó el estilo amigable.	-5.0	
Buen contenido: animación colorida; no contiene nada fuerte ni inapropiado y me encantó el estilo amigable.	-5.0	
El cuento corto animado está muy bien logrado; deja una sensación muy positiva y muy sano y agradable de ver.	-5.0	
Este video musical alegre es alegre; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Me gustó este video de naturaleza; transmite una energía muy sana y muy buena opción para contenido seguro.	-5.0	
Buen video con una competencia de videojuegos infantiles; todo se siente controlado, alegre y family friendly.	-4.0	
Muy buen rutina de ejercicio suave; promueve creatividad y buen ánimo, con un mensaje apto para toda la familia.	-5.0	
El tono del canción para aprender es divertido, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
Se nota que el video de ciencia fácil es entretenido; deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
El momento de una pelea de robots animados sin violencia real tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
La escena de una batalla de bolas de nieve en tono cómico puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
Este video de origami mantiene un ambiente sano; transmite una energía muy sana y buen contenido para todas las edades.	-5.0	
Buen contenido: reto divertido sin peligro; muy bonito y apto para todos y perfecto para un ambiente familiar.	-5.0	
La parte de una discusión cómica que termina en amistad es ligera, cómica y no muestra daño real.	-4.0	
Este reseña de juguetes mantiene un ambiente sano; no contiene nada fuerte ni inapropiado y lo vería otra vez con mi familia.	-5.0	
Me gustó este video de magia sencilla; no contiene nada fuerte ni inapropiado y excelente para un momento tranquilo.	-5.0	
Me gustó este video educativo para niños; deja una sensación muy positiva y gran trabajo del creador.	-5.0	
Se nota que el video de lectura infantil es educativo; promueve creatividad y buen ánimo y lo vería otra vez con mi familia.	-5.0	
Buen contenido: juego de mesa familiar; se entiende fácil y es muy respetuoso y aporta algo positivo y sencillo.	-5.0	
Se nota que el tutorial para ordenar juguetes es positivo; es completamente amigable para niños y aporta algo positivo y sencillo.	-5.0	
Este broma inocente es positivo; muy bonito y apto para todos y muy buena opción para contenido seguro.	-5.0	
El tono del video de baile infantil es agradable, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
Se nota que el video de arte y pintura es creativo; es ideal para pasar un buen rato y lo recomendaría para niños.	-5.0	
Se nota que el tutorial de manualidades es ligero; me pareció perfecto para ver en familia y se nota que está pensado con cuidado.	-5.0	
El video de lectura infantil está muy bien logrado; es claro, limpio y entretenido y excelente para un momento tranquilo.	-5.0	
Este juego de mesa familiar es positivo; está muy bien hecho y no tiene nada preocupante y excelente para un momento tranquilo.	-5.0	
Este reseña de juguetes mantiene un ambiente sano; es completamente amigable para niños y gran trabajo del creador.	-5.0	
Buen contenido: cuento corto animado; es ideal para pasar un buen rato y me encantó el estilo amigable.	-5.0	
El video de naturaleza está muy bien logrado; muy bonito y apto para todos y perfecto para un ambiente familiar.	-5.0	
Buen contenido: video de arte y pintura; es divertido sin ser pesado y lo vería otra vez con mi familia.	-5.0	
El cuento corto animado está muy bien logrado; promueve creatividad y buen ánimo y muy buena opción para contenido seguro.	-5.0	
La escena de un entrenamiento de boxeo con guantes y reglas está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
Buen contenido: actividad escolar divertida; es claro, limpio y entretenido y buen contenido para todas las edades.	-5.0	
El tono del tutorial de manualidades es seguro, limpio y agradable; me encantó el estilo amigable.	-5.0	
Este historia con moraleja mantiene un ambiente sano; es ideal para pasar un buen rato y gran trabajo del creador.	-5.0	
Muy buen reseña de juguetes; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5.0	
La escena de un desafío de risas entre primos es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Buen contenido: canción para aprender; es completamente amigable para niños y buen contenido para todas las edades.	-5.0	
La escena de una carrera de obstáculos con tropiezos suaves está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
El video muestra una batalla de globos de agua en familia; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
La situación de un juego de captura la bandera sin contacto es amigable y deja claro que todo es juego.	-4.0	
Buen contenido: video de comedia familiar; está muy bien hecho y no tiene nada preocupante y lo recomendaría para niños.	-5.0	
Este video funciona muy bien para niños porque es ideal para pasar un buen rato; lo recomendaría para niños.	-5.0	
Este comentario destaca que un duelo de espadas de espuma se siente como juego de niños, no como violencia real.	-3.0	
Se nota que el actividad escolar divertida es divertido; muy bonito y apto para todos y se nota que está pensado con cuidado.	-5.0	
Este reto divertido sin peligro es seguro; se siente alegre y positivo y me encantó el estilo amigable.	-5.0	
La parte de una pelea ficticia de superhéroes de cartón es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Se nota que el video de origami es limpio; me pareció perfecto para ver en familia y muy sano y agradable de ver.	-5.0	
Se nota que el juego de adivinanzas es creativo; es completamente amigable para niños y se nota que está pensado con cuidado.	-5.0	
Comentario positivo sobre el tutorial para ordenar juguetes: se siente alegre y positivo y aporta algo positivo y sencillo.	-5.0	
La escena de una escena de villano caricaturesco sin sustos fuertes puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
El video convierte un enfrentamiento de juguetes animados en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
Este video musical alegre es alegre; se entiende fácil y es muy respetuoso y me encantó el estilo amigable.	-5.0	
Este cuento corto animado mantiene un ambiente sano; me hizo sonreír de forma sana y muy sano y agradable de ver.	-5.0	
Se nota que el video de comedia familiar es positivo; es ideal para pasar un buen rato y perfecto para un ambiente familiar.	-5.0	
Este video funciona muy bien para niños porque tiene un mensaje muy amable; perfecto para un ambiente familiar.	-5.0	
El tono del video musical alegre es amigable, limpio y agradable; me encantó el estilo amigable.	-5.0	
El video de ciencia fácil está muy bien logrado; me pareció perfecto para ver en familia y gran trabajo del creador.	-5.0	
Este video tiene una competencia de esgrima con equipo protector, pero se entiende como deporte o actividad controlada.	-2.0	
El tono del juego de mesa familiar es alegre, limpio y agradable; excelente para un momento tranquilo.	-5.0	
Me gustó este rutina de ejercicio suave; me gustó porque es tranquilo y educativo y lo vería otra vez con mi familia.	-5.0	
Me gustó este video de cocina sencilla; mantiene un tono divertido y seguro y me encantó el estilo amigable.	-5.0	
Este comentario destaca que una competencia ninja infantil con colchonetas se siente como juego de niños, no como violencia real.	-3.0	
El momento de un duelo de piratas de juguete tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
Este video de magia sencilla mantiene un ambiente sano; muy bonito y apto para todos y lo recomendaría para niños.	-5.0	
Muy buen video de lectura infantil; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5.0	
El tono del video de arte y pintura es familiar, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
Me gustó este video de naturaleza; deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
Buen contenido: tutorial para ordenar juguetes; muy bonito y apto para todos y buen contenido para todas las edades.	-5.0	
Se nota que el reto de colores es claro; me hizo sonreír de forma sana y aporta algo positivo y sencillo.	-5.0	
Aunque aparece una competencia de disfraces de superhéroes, el mensaje es de amistad, respeto y diversión segura.	-4.0	
El momento de un duelo de piratas de juguete tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
La escena de una batalla fantástica sin heridas ni sustos puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
Buen contenido: video de arte y pintura; me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5.0	
La escena de un choque cómico entre personajes de caricatura puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
Se nota que el video de baile infantil es divertido; se entiende fácil y es muy respetuoso y se nota que está pensado con cuidado.	-5.0	
Este video de dibujos animados mantiene un ambiente sano; promueve creatividad y buen ánimo y lo recomendaría para niños.	-5.0	
Me gustó este reto de colores; tiene un mensaje muy amable y aporta algo positivo y sencillo.	-5.0	
Muy buen video de comedia familiar; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el canción para aprender: tiene un mensaje muy amable y perfecto para un ambiente familiar.	-5.0	
Este video de ciencia fácil mantiene un ambiente sano; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5.0	
Este actividad escolar divertida mantiene un ambiente sano; es divertido sin ser pesado y perfecto para un ambiente familiar.	-5.0	
Me gustó la parte de un concurso de bromas inocentes porque parece competencia sana, con reglas claras y buen humor.	-4.0	
El video usa una carrera de obstáculos con tropiezos suaves como ejemplo de actividad física sana y controlada.	-2.0	
Este video de comedia familiar es sano; es ideal para pasar un buen rato y muy buena opción para contenido seguro.	-5.0	
La escena de una caída cómica sobre colchoneta está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
Este video de magia sencilla es entretenido; se entiende fácil y es muy respetuoso y se nota que está pensado con cuidado.	-5.0	
El clip de mascotas tiernas está muy bien logrado; me hizo sonreír de forma sana y perfecto para un ambiente familiar.	-5.0	
El video de naturaleza está muy bien logrado; se entiende fácil y es muy respetuoso y buen contenido para todas las edades.	-5.0	
Este reto de colores mantiene un ambiente sano; me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5.0	
Se nota que el juego de mesa familiar es bonito; es divertido sin ser pesado y muy sano y agradable de ver.	-5.0	
Este video de dibujos animados es respetuoso; se siente alegre y positivo y muy buena opción para contenido seguro.	-5.0	
Comentario positivo sobre el video de lectura infantil: me gustó porque es tranquilo y educativo y aporta algo positivo y sencillo.	-5.0	
El video muestra una simulación de combate como actividad deportiva; tiene acción más intensa, pero sigue siendo simulada, segura y sin daño explícito.	-1.0	
Este video educativo para niños es seguro; es completamente amigable para niños y muy sano y agradable de ver.	-5.0	
El tono del actividad escolar divertida es limpio, limpio y agradable; excelente para un momento tranquilo.	-5.0	
Se nota que el reto de colores es familiar; me pareció perfecto para ver en familia y lo vería otra vez con mi familia.	-5.0	
Comentario positivo sobre el cuento corto animado: es divertido sin ser pesado y perfecto para un ambiente familiar.	-5.0	
El tono del reseña de juguetes es educativo, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
El tono del video de baile infantil es inofensivo, limpio y agradable; buen contenido para todas las edades.	-5.0	
Este video funciona muy bien para niños porque tiene un mensaje muy amable; me encantó el estilo amigable.	-5.0	
Se nota que el video educativo para niños es agradable; es divertido sin ser pesado y aporta algo positivo y sencillo.	-5.0	
La situación de un juego de roles con héroes imaginarios es amigable y deja claro que todo es juego.	-4.0	
Buen contenido: rutina de ejercicio suave; es claro, limpio y entretenido y excelente para un momento tranquilo.	-5.0	
Me gustó este video educativo para niños; está muy bien hecho y no tiene nada preocupante y se nota que está pensado con cuidado.	-5.0	
Buen contenido: video de animales felices; deja una sensación muy positiva y me encantó el estilo amigable.	-5.0	
Se nota que el reto divertido sin peligro es alegre; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Comentario positivo sobre el video de cocina sencilla: me gustó porque es tranquilo y educativo y me encantó el estilo amigable.	-5.0	
Este experimento casero seguro mantiene un ambiente sano; deja una sensación muy positiva y buen contenido para todas las edades.	-5.0	
Este comentario destaca que una batalla fantástica sin heridas ni sustos se siente como juego de niños, no como violencia real.	-3.0	
La escena de una clase de seguridad para evitar golpes está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
El tono del video de naturaleza es bonito, limpio y agradable; lo vería otra vez con mi familia.	-5.0	
La parte de una secuencia deportiva intensa pero respetuosa es más movida, pero no muestra consecuencias reales ni detalles sensibles.	-1.0	
El tono del video de ciencia fácil es bonito, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
La escena de un duelo de espadas de espuma se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
El momento de un choque cómico entre personajes de caricatura es claramente actuado y mantiene una intención divertida.	-3.0	
Comentario positivo sobre el reto de colores: se entiende fácil y es muy respetuoso y muy sano y agradable de ver.	-5.0	
El tutorial para ordenar juguetes está muy bien logrado; tiene un mensaje muy amable y ideal para una tarde tranquila.	-5.0	
Este video tiene un partido amistoso con contacto deportivo, pero se entiende como deporte o actividad controlada.	-2.0	
El tono del actividad de plastilina es creativo, limpio y agradable; muy sano y agradable de ver.	-5.0	
Este video de ciencia fácil mantiene un ambiente sano; tiene un mensaje muy amable y excelente para un momento tranquilo.	-5.0	
El video muestra un juego de roles con héroes imaginarios; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Este tutorial para ordenar juguetes es sano; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Este video de arte y pintura es bonito; me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5.0	
El tono del video educativo para niños es inofensivo, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
El video usa un juego de dodgeball con pelotas blandas como ejemplo de actividad física sana y controlada.	-2.0	
Este video de baile infantil mantiene un ambiente sano; es claro, limpio y entretenido y aporta algo positivo y sencillo.	-5.0	
Comentario positivo sobre el video educativo para niños: es ideal para pasar un buen rato y muy sano y agradable de ver.	-5.0	
Muy buen video de magia sencilla; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5.0	
La parte de un concurso de bromas inocentes es ligera, cómica y no muestra daño real.	-4.0	
El video de naturaleza está muy bien logrado; usa un lenguaje amable y positivo y lo vería otra vez con mi familia.	-5.0	
El video muestra un duelo de caballeros con accesorios de plástico; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Muy buen tutorial para ordenar juguetes; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5.0	
El momento de un enfrentamiento de juguetes animados tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
Comentario positivo sobre el video de arte y pintura: transmite una energía muy sana y gran trabajo del creador.	-5.0	
Buen contenido: animación colorida; es claro, limpio y entretenido y lo recomendaría para niños.	-5.0	
Muy buen video musical alegre; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5.0	
El tutorial para ordenar juguetes está muy bien logrado; es completamente amigable para niños y muy buena opción para contenido seguro.	-5.0	
El reto divertido sin peligro está muy bien logrado; me gustó porque es tranquilo y educativo y excelente para un momento tranquilo.	-5.0	
Buen contenido: video de ciencia fácil; es completamente amigable para niños y excelente para un momento tranquilo.	-5.0	
La escena de una escena de acción física explicada como juego está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
Este comentario destaca que una pelea de robots animados sin violencia real se siente como juego de niños, no como violencia real.	-3.0	
Este cuento corto animado mantiene un ambiente sano; transmite una energía muy sana y lo recomendaría para niños.	-5.0	
Buen contenido: video de dibujos animados; promueve creatividad y buen ánimo y lo recomendaría para niños.	-5.0	
Hay una batalla fantástica sin heridas ni sustos, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
Me gustó la parte de un reto de obstáculos blandos porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; gran trabajo del creador.	-5.0	
Se nota que el historia con moraleja es agradable; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Este video de comedia familiar mantiene un ambiente sano; mantiene un tono divertido y seguro y lo vería otra vez con mi familia.	-5.0	
Me gustó este cuento corto animado; me hizo sonreír de forma sana y me encantó el estilo amigable.	-5.0	
El tono del juego de adivinanzas es sano, limpio y agradable; ideal para una tarde tranquila.	-5.0	
Muy buen video educativo para niños; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5.0	
Muy buen video musical alegre; mantiene un tono divertido y seguro, con un mensaje apto para toda la familia.	-5.0	
Aunque aparece un entrenamiento de defensa con explicación segura, se presenta como fantasía, entrenamiento o juego supervisado.	-1.0	
Este video funciona muy bien para niños porque se siente alegre y positivo; lo vería otra vez con mi familia.	-5.0	
Comentario positivo sobre el reto de colores: se siente alegre y positivo y se nota que está pensado con cuidado.	-5.0	
Este animación colorida mantiene un ambiente sano; promueve creatividad y buen ánimo y aporta algo positivo y sencillo.	-5.0	
Comentario positivo sobre el tutorial de manualidades: no contiene nada fuerte ni inapropiado y me encantó el estilo amigable.	-5.0	
Este video incluye una escena de persecución rápida sin daño visible; puede sentirse más fuerte, aunque sigue en contexto deportivo o ficticio.	-1.0	
Este tutorial para ordenar juguetes mantiene un ambiente sano; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Este video de animales felices es claro; muy bonito y apto para todos y buen contenido para todas las edades.	-5.0	
Muy buen actividad escolar divertida; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5.0	
El video de ciencia fácil está muy bien logrado; me hizo sonreír de forma sana y lo vería otra vez con mi familia.	-5.0	
Este clip de mascotas tiernas es bonito; usa un lenguaje amable y positivo y me encantó el estilo amigable.	-5.0	
Muy buen reseña de juguetes; me pareció perfecto para ver en familia, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el video educativo para niños: es claro, limpio y entretenido y perfecto para un ambiente familiar.	-5.0	
Muy buen video de dibujos animados; muy bonito y apto para todos, con un mensaje apto para toda la familia.	-5.0	
Este video de cocina sencilla mantiene un ambiente sano; me pareció perfecto para ver en familia y lo recomendaría para niños.	-5.0	
Buen contenido: video de naturaleza; es divertido sin ser pesado y muy buena opción para contenido seguro.	-5.0	
El actividad de plastilina está muy bien logrado; es divertido sin ser pesado y gran trabajo del creador.	-5.0	
Muy buen video de ciencia fácil; es claro, limpio y entretenido, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: canción para aprender; muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
Este video de cocina sencilla es amigable; no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5.0	
Este video incluye un combate deportivo intenso con reglas claras; puede sentirse más fuerte, aunque sigue en contexto deportivo o ficticio.	-1.0	
Buen contenido: video de origami; está muy bien hecho y no tiene nada preocupante y me encantó el estilo amigable.	-5.0	
La parte de una competencia de chistes entre amigos es ligera, cómica y no muestra daño real.	-4.0	
Se nota que el video de dibujos animados es tranquilo; muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
Aunque aparece un duelo de entrenamiento con equipo completo, se presenta como fantasía, entrenamiento o juego supervisado.	-1.0	
Este video de magia sencilla es amigable; usa un lenguaje amable y positivo y aporta algo positivo y sencillo.	-5.0	
Se nota que el video de naturaleza es respetuoso; transmite una energía muy sana y se nota que está pensado con cuidado.	-5.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; lo vería otra vez con mi familia.	-5.0	
Se nota que el tutorial para ordenar juguetes es agradable; tiene un mensaje muy amable y muy sano y agradable de ver.	-5.0	
Este video incluye una escena de persecución rápida sin daño visible; puede sentirse más fuerte, aunque sigue en contexto deportivo o ficticio.	-1.0	
El video incluye una caída cómica sobre colchoneta; muestra acción física sana, con protección, reglas y supervisión.	-2.0	
Este reseña de juguetes es educativo; está muy bien hecho y no tiene nada preocupante y muy sano y agradable de ver.	-5.0	
El tono del actividad de plastilina es tranquilo, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
Este tutorial de manualidades mantiene un ambiente sano; es ideal para pasar un buen rato y muy sano y agradable de ver.	-5.0	
Buen contenido: juego de adivinanzas; tiene un mensaje muy amable y se nota que está pensado con cuidado.	-5.0	
Este reto divertido sin peligro mantiene un ambiente sano; mantiene un tono divertido y seguro y lo vería otra vez con mi familia.	-5.0	
Comentario positivo sobre el broma inocente: mantiene un tono divertido y seguro y lo recomendaría para niños.	-5.0	
Me gustó la parte de un juego de captura la bandera sin contacto porque parece competencia sana, con reglas claras y buen humor.	-4.0	
El video muestra un concurso de bromas inocentes; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
El video convierte una competencia ninja infantil con colchonetas en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
Buen video con una discusión cómica que termina en amistad; todo se siente controlado, alegre y family friendly.	-4.0	
El video usa un juego de roles con héroes imaginarios como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
El video muestra una escena de villano caricaturesco sin sustos fuertes; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Me gustó la parte de un reto de almohadas de juguete porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Muy buen experimento casero seguro; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5.0	
Se nota que el tutorial de manualidades es sano; promueve creatividad y buen ánimo y lo recomendaría para niños.	-5.0	
Me gustó este cuento corto animado; deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
Este video funciona muy bien para niños porque se entiende fácil y es muy respetuoso; muy buena opción para contenido seguro.	-5.0	
La parte de una batalla de bolas de nieve en tono cómico es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
El tono del tutorial para ordenar juguetes es tranquilo, limpio y agradable; ideal para una tarde tranquila.	-5.0	
La parte de una clase de karate infantil con protección puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2.0	
Hay un duelo de entrenamiento con equipo completo, pero el contenido evita detalles fuertes y mantiene un enfoque seguro.	-1.0	
El video de magia sencilla está muy bien logrado; no contiene nada fuerte ni inapropiado y perfecto para un ambiente familiar.	-5.0	
Este historia con moraleja mantiene un ambiente sano; transmite una energía muy sana y se nota que está pensado con cuidado.	-5.0	
Muy buen video educativo para niños; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5.0	
Este juego de mesa familiar es limpio; mantiene un tono divertido y seguro y buen contenido para todas las edades.	-5.0	
Este video funciona muy bien para niños porque se siente alegre y positivo; ideal para una tarde tranquila.	-5.0	
Se nota que el rutina de ejercicio suave es educativo; me hizo sonreír de forma sana y ideal para una tarde tranquila.	-5.0	
Me gustó este video de ciencia fácil; está muy bien hecho y no tiene nada preocupante y perfecto para un ambiente familiar.	-5.0	
Comentario positivo sobre el video de dibujos animados: transmite una energía muy sana y me encantó el estilo amigable.	-5.0	
El momento de un reto de almohadas de juguete tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
Hay un enfrentamiento de juguetes animados, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
El momento de un juego de persecución en caricatura tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
La escena de un combate de artes marciales con protección y respeto se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
El tono del rutina de ejercicio suave es alegre, limpio y agradable; me encantó el estilo amigable.	-5.0	
Comentario positivo sobre el cuento corto animado: deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
El video muestra una competencia ninja infantil con colchonetas; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Este experimento casero seguro mantiene un ambiente sano; se siente alegre y positivo y ideal para una tarde tranquila.	-5.0	
El tono del clip de mascotas tiernas es ligero, limpio y agradable; buen contenido para todas las edades.	-5.0	
El video convierte una pelea de robots animados sin violencia real en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
Este video educativo para niños es seguro; está muy bien hecho y no tiene nada preocupante y se nota que está pensado con cuidado.	-5.0	
Buen contenido: clip de mascotas tiernas; es divertido sin ser pesado y gran trabajo del creador.	-5.0	
El tono del video de magia sencilla es inofensivo, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
Este broma inocente es divertido; deja una sensación muy positiva y aporta algo positivo y sencillo.	-5.0	
Hay un duelo de espadas de espuma, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
El animación colorida está muy bien logrado; es ideal para pasar un buen rato y lo recomendaría para niños.	-5.0	
Se nota que el tutorial de manualidades es inofensivo; tiene un mensaje muy amable y excelente para un momento tranquilo.	-5.0	
El tutorial para ordenar juguetes está muy bien logrado; no contiene nada fuerte ni inapropiado y muy buena opción para contenido seguro.	-5.0	
