Mensaje	Riesgo
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje usa comentario que amenaza con hacer daño a otra persona sin dar instrucciones como forma de presión o miedo; no es adecuado para niños.	4
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
Comentario positivo de comentario sano sobre un reto sin peligro; es adecuado para un entorno infantil.	0
Por encima de los que corren, están los que vuelan. Pablo Escobar	5
El mensaje incluye discusión fuerte donde nadie resulta herido en un comentario de redes; es acción leve y no gráfica.	2
Texto no apto para niños ni adolescentes: mensaje que trata la violencia extrema como espectáculo, con normalización de violencia extrema.	5
Texto con riesgo bajo-medio: pelea leve de caricatura sin heridas ni miedo intenso, presentado sin daño explícito.	2
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo alto: comentario que presenta el daño físico como algo divertido en un foro de adolescentes, con glorificación de daño.	4
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje presenta mensaje que presenta la crueldad como algo aceptable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un video de reacción, sin detalles explícitos.	4
El mensaje presenta mensaje que romantiza el crimen violento y sus consecuencias como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un foro de adolescentes, claramente no apto para menores.	5
Contenido de riesgo alto: texto que presume participar en actos agresivos en un video viral, con glorificación de daño.	4
Comentario de riesgo 5 porque incluye texto que amenaza con consecuencias violentas graves en una historia corta, con tono agresivo.	5
Comentario de riesgo medio: mensaje que presenta la agresión como forma de ganar respeto, con normalización de una conducta agresiva.	3
Mensaje de alto riesgo: comentario que invita a responder a los problemas con violencia en una discusión grabada, que requiere supervisión adulta.	4
Contenido de riesgo alto: texto que presume participar en actos agresivos en un comentario de redes, con glorificación de daño.	4
El texto muestra reacción impulsiva ante una derrota en un video de reacción, con tono molesto pero controlado.	1
Comentario no recomendado para menores: texto que presume participar en actos agresivos, con tono de amenaza o intimidación.	4
Mensaje de alto riesgo: mensaje que glorifica una pelea fuerte y humillante en una discusión grabada, con una situación tensa.	4
El texto menciona video donde se normaliza resolver conflictos con golpes en una discusión grabada; no es apto para niños sin supervisión.	3
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un clip de internet, con glorificación de daño.	4
Comentario de riesgo medio: comentario que celebra una discusión que se vuelve física, con normalización de una conducta agresiva.	3
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto no apto para niños ni adolescentes: mensaje que romantiza el crimen violento y sus consecuencias, con normalización de violencia extrema.	5
Comentario de riesgo 5 porque incluye mensaje que trata la violencia extrema como espectáculo en una publicación de fans, no apto para niños pequeños.	5
Comentario de riesgo 5 porque incluye comentario que elogia a figuras criminales violentas en un foro de adolescentes, sin detalles explícitos.	5
Texto apto para menores sobre comentario sobre un video educativo sin lenguaje agresivo; no contiene agresión ni intimidación.	0
Mensaje muy riesgoso: mensaje que glorifica violencia grave y la presenta como admirable; evita detalles gráficos, pero glorifica daño grave.	5
Texto con violencia moderada: mensaje que describe una persecución agresiva sin detalles explícitos, descrito de forma general.	3
Contenido de riesgo alto: texto que celebra que alguien termine lastimado, sin detalles gráficos en un foro de adolescentes, con glorificación de daño.	4
Comentario de riesgo 5 porque incluye mensaje que presenta la crueldad como algo aceptable en un montaje dramático, no apto para niños pequeños.	5
El mensaje incluye video de acción con golpes simulados y tono ficticio en un montaje dramático; es acción leve y no gráfica.	2
Texto preocupante porque incluye comentario que invita a responder a los problemas con violencia; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario de riesgo medio: comentario que celebra una discusión que se vuelve física, con normalización de una conducta agresiva.	3
Contenido de riesgo alto: mensaje que normaliza la venganza violenta en un video viral, con glorificación de daño.	4
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en un video de reacción, sin detalles explícitos.	4
Comentario sobre escena de empujones en un juego físico supervisado; puede no ser ideal para niños pequeños, pero no es extremo.	2
El mensaje usa texto que justifica golpear a alguien por una discusión como forma de presión o miedo; no es adecuado para niños.	4
El contenido menciona competencia deportiva con contacto controlado; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario de riesgo medio: video donde se normaliza resolver conflictos con golpes, con normalización de una conducta agresiva.	3
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
Mensaje de alto riesgo: mensaje que glorifica una pelea fuerte y humillante en una transmisión en vivo, con enfoque poco saludable.	4
El texto menciona mensaje que describe una persecución agresiva sin detalles explícitos en una animación oscura; no es apto para niños sin supervisión.	3
Mensaje muy riesgoso: texto que celebra una agresión extrema sin detalles explícitos; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en una transmisión en vivo, con glorificación de daño.	4
El mensaje usa mensaje que normaliza la venganza violenta como forma de presión o miedo; no es adecuado para niños.	4
Comentario no recomendado para menores: mensaje que glorifica una pelea fuerte y humillante, con tono de amenaza o intimidación.	4
Comentario de riesgo medio: comentario que minimiza una pelea real entre adolescentes, con normalización de una conducta agresiva.	3
Texto con riesgo bajo-medio: caída cómica sobre colchoneta sin consecuencias, presentado sin daño explícito.	2
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
El texto menciona mensaje que presenta la agresión como forma de ganar respeto en una transmisión en vivo; no es apto para niños sin supervisión.	3
Contenido de riesgo alto: mensaje que glorifica una pelea fuerte y humillante en un video de reacción, con glorificación de daño.	4
El contenido presenta mensaje que presenta la agresión como forma de ganar respeto en un comentario de redes, lo cual puede ser inadecuado para menores.	3
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en una publicación de fans, con glorificación de daño.	4
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en un comentario de redes, claramente no apto para menores.	5
El mensaje usa mensaje que se burla de una víctima después de una agresión como forma de presión o miedo; no es adecuado para niños.	4
El respeto no se mendiga, se impone. Pablo Escobar	5
El mensaje presenta mensaje que presenta la crueldad como algo aceptable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario con reacción impulsiva ante una derrota; puede ser poco amable, pero no llega a violencia real.	1
Texto preocupante porque incluye mensaje que normaliza la venganza violenta; no contiene instrucciones, pero sí normaliza violencia.	4
Texto con violencia moderada: comentario que celebra una discusión que se vuelve física, descrito de forma general.	3
El mensaje usa mensaje que se burla de una víctima después de una agresión como forma de presión o miedo; no es adecuado para niños.	4
Comentario de riesgo 5 porque incluye comentario que elogia a figuras criminales violentas en una animación oscura, con una idea negativa para menores.	5
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en un video de barrio, claramente no apto para menores.	5
Texto con violencia moderada: comentario que celebra una discusión que se vuelve física, que puede asustar a menores.	3
Comentario no recomendado para menores: comentario que presenta el daño físico como algo divertido, con tono de amenaza o intimidación.	4
Texto con violencia moderada: mensaje que describe una persecución agresiva sin detalles explícitos, con una situación tensa.	3
El mensaje presenta texto que celebra una agresión extrema sin detalles explícitos como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje tranquilo sobre mensaje respetuoso en un video de ciencia para niños, con lenguaje amable y familiar.	0
Mensaje de alto riesgo: texto que justifica golpear a alguien por una discusión en un video viral, con una situación tensa.	4
Contenido de riesgo alto: comentario que invita a responder a los problemas con violencia en un montaje dramático, con glorificación de daño.	4
El mensaje usa comentario que amenaza con hacer daño a otra persona sin dar instrucciones como forma de presión o miedo; no es adecuado para niños.	4
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un foro de adolescentes, con glorificación de daño.	4
Texto no apto para niños ni adolescentes: texto que celebra una agresión extrema sin detalles explícitos, con normalización de violencia extrema.	5
Texto con violencia moderada: comentario que alienta una revancha física sin explicar cómo, presentado como algo normal.	3
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
El contenido menciona entrenamiento de artes marciales con protección; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Comentario sobre caída cómica sobre colchoneta sin consecuencias; puede no ser ideal para niños pequeños, pero no es extremo.	2
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje problemático por video con intimidación y contacto violento descrito a alto nivel; describe violencia a alto nivel, sin detalles gráficos.	3
El mensaje usa comentario que amenaza con hacer daño a otra persona sin dar instrucciones como forma de presión o miedo; no es adecuado para niños.	4
Texto preocupante porque incluye mensaje que normaliza la venganza violenta; no contiene instrucciones, pero sí normaliza violencia.	4
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en un video de reacción, claramente no apto para menores.	5
Mensaje muy riesgoso: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en un clip de internet, con glorificación de daño.	4
El mensaje usa mensaje que glorifica una pelea fuerte y humillante como forma de presión o miedo; no es adecuado para niños.	4
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
El mensaje contiene comentario con tono molesto pero sin amenazas en un fragmento de película, pero se mantiene en un nivel leve.	1
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en un video de barrio, claramente no apto para menores.	5
El texto menciona escena donde varios personajes se enfrentan físicamente en un video de reacción; no es apto para niños sin supervisión.	3
El mensaje contiene frase competitiva con enojo leve en una publicación de fans, pero se mantiene en un nivel leve.	1
El mensaje usa mensaje que glorifica una pelea fuerte y humillante como forma de presión o miedo; no es adecuado para niños.	4
Texto con riesgo bajo-medio: juego de batalla con accesorios de espuma, presentado sin daño explícito.	2
Texto no apto para niños ni adolescentes: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente, con normalización de violencia extrema.	5
Mensaje de alto riesgo: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en una publicación de fans, que puede asustar a menores.	4
Comentario no recomendado para menores: comentario que invita a responder a los problemas con violencia, con tono de amenaza o intimidación.	4
Comentario de riesgo medio: video donde se normaliza resolver conflictos con golpes, con normalización de una conducta agresiva.	3
El mensaje contiene intercambio tenso que termina en disculpa en una publicación de fans, pero se mantiene en un nivel leve.	1
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en una transmisión en vivo, claramente no apto para menores.	5
Texto apto para menores sobre opinión positiva sobre una manualidad familiar; no contiene agresión ni intimidación.	0
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en una escena de acción, con una situación tensa.	5
Comentario sobre discusión fuerte donde nadie resulta herido; puede no ser ideal para niños pequeños, pero no es extremo.	2
Comentario de riesgo 5 porque incluye comentario que normaliza hacer daño grave para ganar respeto en un foro de adolescentes, con enfoque poco saludable.	5
Comentario sobre juego de batalla con accesorios de espuma; puede no ser ideal para niños pequeños, pero no es extremo.	2
Contenido de riesgo alto: comentario que usa intimidación para provocar miedo en un fragmento de película, con glorificación de daño.	4
Mensaje tranquilo sobre comentario sobre un video educativo sin lenguaje agresivo, con lenguaje amable y familiar.	0
Texto no apto para niños ni adolescentes: texto que promueve miedo, control e intimidación como poder, con normalización de violencia extrema.	5
Contenido de riesgo alto: comentario que presenta el daño físico como algo divertido en una escena de acción, con glorificación de daño.	4
Contenido de riesgo máximo: texto que celebra una agresión extrema sin detalles explícitos en una transmisión en vivo, claramente no apto para menores.	5
Texto con riesgo bajo-medio: competencia deportiva con contacto controlado, presentado sin daño explícito.	2
Mensaje problemático por escena donde varios personajes se enfrentan físicamente; describe violencia a alto nivel, sin detalles gráficos.	3
Contenido de riesgo alto: texto que justifica golpear a alguien por una discusión en un fragmento de película, con glorificación de daño.	4
El mensaje usa mensaje que glorifica una pelea fuerte y humillante como forma de presión o miedo; no es adecuado para niños.	4
Comentario de riesgo medio: video donde se normaliza resolver conflictos con golpes, con normalización de una conducta agresiva.	3
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo alto: comentario que usa intimidación para provocar miedo en un video viral, con glorificación de daño.	4
El contenido presenta comentario que celebra una discusión que se vuelve física en una escena de acción, lo cual puede ser inadecuado para menores.	3
Comentario de riesgo 5 porque incluye mensaje que presenta la crueldad como algo aceptable en un video de barrio, que requiere supervisión adulta.	5
El mensaje contiene queja exagerada sobre perder un juego en un clip de internet, pero se mantiene en un nivel leve.	1
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un comentario de redes, sin detalles explícitos.	5
Comentario de riesgo 5 porque incluye mensaje que trata la violencia extrema como espectáculo en una publicación de fans, con tono agresivo.	5
Comentario de riesgo 5 porque incluye mensaje que presenta la crueldad como algo aceptable en un foro de adolescentes, sin detalles explícitos.	5
Comentario de riesgo 5 porque incluye mensaje que trata la violencia extrema como espectáculo en un montaje dramático, con tono agresivo.	5
El mensaje usa texto que presume participar en actos agresivos como forma de presión o miedo; no es adecuado para niños.	4
Contenido de riesgo alto: texto que justifica golpear a alguien por una discusión en un foro de adolescentes, con glorificación de daño.	4
Mensaje muy riesgoso: comentario que normaliza hacer daño grave para ganar respeto; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
El texto menciona mensaje que describe una persecución agresiva sin detalles explícitos en un video de barrio; no es apto para niños sin supervisión.	3
Comentario no recomendado para menores: comentario que usa intimidación para provocar miedo, con tono de amenaza o intimidación.	4
El mensaje presenta mensaje que romantiza el crimen violento y sus consecuencias como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario sin riesgo: habla de reacción tranquila a un video de mascotas, sin violencia ni amenazas.	0
Texto no apto para niños ni adolescentes: comentario que normaliza hacer daño grave para ganar respeto, con normalización de violencia extrema.	5
Texto preocupante porque incluye comentario que amenaza con hacer daño a otra persona sin dar instrucciones; no contiene instrucciones, pero sí normaliza violencia.	4
Texto preocupante porque incluye texto que presume participar en actos agresivos; no contiene instrucciones, pero sí normaliza violencia.	4
El contenido menciona juego de batalla con accesorios de espuma; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Comentario de riesgo 5 porque incluye texto que celebra una agresión extrema sin detalles explícitos en una discusión grabada, descrito de forma general.	5
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en una escena de acción, claramente no apto para menores.	5
Hace muchos años probé la droga. La he probado, pero llegar a adicto, no. Chapo Guzmán	5
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: texto que celebra que alguien termine lastimado, sin detalles gráficos en un montaje dramático, no apto para niños pequeños.	4
Mensaje de alto riesgo: mensaje que se burla de una víctima después de una agresión en un montaje dramático, sin detalles explícitos.	4
Comentario no recomendado para menores: comentario que invita a responder a los problemas con violencia, con tono de amenaza o intimidación.	4
El contenido presenta video con intimidación y contacto violento descrito a alto nivel en un video de barrio, lo cual puede ser inadecuado para menores.	3
El mensaje es seguro: trata de comentario positivo sobre un juego de mesa y mantiene un tono respetuoso.	0
Comentario no recomendado para menores: texto que presume participar en actos agresivos, con tono de amenaza o intimidación.	4
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
El texto menciona mensaje que trata los golpes como entretenimiento en un video de barrio; no es apto para niños sin supervisión.	3
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un foro de adolescentes, claramente no apto para menores.	5
Contenido de riesgo alto: texto que presume participar en actos agresivos en un fragmento de película, con glorificación de daño.	4
Mensaje muy riesgoso: mensaje que romantiza el crimen violento y sus consecuencias; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje incluye competencia deportiva con contacto controlado en una animación oscura; es acción leve y no gráfica.	2
Mensaje muy riesgoso: mensaje que romantiza el crimen violento y sus consecuencias; evita detalles gráficos, pero glorifica daño grave.	5
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en una transmisión en vivo, con una situación tensa.	5
Comentario de riesgo 5 porque incluye mensaje que presenta la crueldad como algo aceptable en una escena de acción, presentado como algo normal.	5
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un clip de internet, claramente no apto para menores.	5
Contenido de riesgo máximo: texto que celebra una agresión extrema sin detalles explícitos en un video de reacción, claramente no apto para menores.	5
El contenido presenta comentario que celebra una discusión que se vuelve física en una publicación de fans, lo cual puede ser inadecuado para menores.	3
Mensaje tranquilo sobre mensaje familiar sobre un cuento animado, con lenguaje amable y familiar.	0
Mensaje con persecución ficticia sin daño real en una transmisión en vivo, tratado como ficción o actividad controlada.	2
Comentario sobre persecución ficticia sin daño real; puede no ser ideal para niños pequeños, pero no es extremo.	2
Mensaje con conflicto menor: queja exagerada sobre perder un juego, sin contenido gráfico.	1
Comentario de riesgo 5 porque incluye comentario que elogia a figuras criminales violentas en una escena de acción, que puede asustar a menores.	5
Comentario con reacción impulsiva ante una derrota; puede ser poco amable, pero no llega a violencia real.	1
El contenido presenta mensaje que describe una persecución agresiva sin detalles explícitos en una discusión grabada, lo cual puede ser inadecuado para menores.	3
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
El capitalismo es la raqueta legítima de la clase dominante. Al Capone	5
El mensaje es seguro: trata de comentario amable sobre una canción infantil y mantiene un tono respetuoso.	0
Texto preocupante porque incluye mensaje que normaliza la venganza violenta; no contiene instrucciones, pero sí normaliza violencia.	4
Mensaje tranquilo sobre opinión positiva sobre una manualidad familiar, con lenguaje amable y familiar.	0
Comentario de riesgo 5 porque incluye texto que amenaza con consecuencias violentas graves en un relato ficticio, con una situación tensa.	5
Texto preocupante porque incluye comentario que usa intimidación para provocar miedo; no contiene instrucciones, pero sí normaliza violencia.	4
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un comentario de redes, claramente no apto para menores.	5
Texto no apto para niños ni adolescentes: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente, con normalización de violencia extrema.	5
El mensaje incluye pelea leve de caricatura sin heridas ni miedo intenso en un comentario de redes; es acción leve y no gráfica.	2
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
Texto preocupante porque incluye texto que presume participar en actos agresivos; no contiene instrucciones, pero sí normaliza violencia.	4
Texto preocupante porque incluye mensaje que normaliza la venganza violenta; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: comentario que invita a responder a los problemas con violencia en un video viral, descrito de forma general.	4
El texto menciona comentario que minimiza una pelea real entre adolescentes en un montaje dramático; no es apto para niños sin supervisión.	3
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en una transmisión en vivo, con glorificación de daño.	4
Comentario sin riesgo: habla de opinión positiva sobre una manualidad familiar, sin violencia ni amenazas.	0
El mensaje usa mensaje que se burla de una víctima después de una agresión como forma de presión o miedo; no es adecuado para niños.	4
Mensaje muy riesgoso: comentario que normaliza hacer daño grave para ganar respeto; evita detalles gráficos, pero glorifica daño grave.	5
Comentario de riesgo 5 porque incluye mensaje que trata la violencia extrema como espectáculo en un fragmento de película, con lenguaje de conflicto.	5
Comentario de riesgo 5 porque incluye mensaje que presenta la crueldad como algo aceptable en una publicación de fans, descrito de forma general.	5
Mensaje problemático por comentario que alienta una revancha física sin explicar cómo; describe violencia a alto nivel, sin detalles gráficos.	3
Texto apto para menores sobre mensaje respetuoso en un video de ciencia para niños; no contiene agresión ni intimidación.	0
Texto no apto para niños ni adolescentes: mensaje que glorifica violencia grave y la presenta como admirable, con normalización de violencia extrema.	5
El contenido presenta mensaje que presenta la agresión como forma de ganar respeto en un fragmento de película, lo cual puede ser inadecuado para menores.	3
Mensaje de alto riesgo: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un comentario de redes, descrito de forma general.	4
Texto con violencia moderada: escena donde varios personajes se enfrentan físicamente, con una idea negativa para menores.	3
Texto preocupante porque incluye texto que justifica golpear a alguien por una discusión; no contiene instrucciones, pero sí normaliza violencia.	4
Mensaje con video de acción con golpes simulados y tono ficticio en un montaje dramático, tratado como ficción o actividad controlada.	2
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un fragmento de película, claramente no apto para menores.	5
Comentario sobre persecución ficticia sin daño real; puede no ser ideal para niños pequeños, pero no es extremo.	2
Texto con violencia moderada: comentario que celebra una discusión que se vuelve física, sin detalles explícitos.	3
Comentario no recomendado para menores: texto que presume participar en actos agresivos, con tono de amenaza o intimidación.	4
Texto no apto para niños ni adolescentes: mensaje que presenta la crueldad como algo aceptable, con normalización de violencia extrema.	5
Mensaje muy riesgoso: comentario que normaliza hacer daño grave para ganar respeto; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje presenta mensaje que glorifica violencia grave y la presenta como admirable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en un montaje dramático, con tono agresivo.	4
El contenido presenta pelea callejera mencionada de forma general sin detalles gráficos en un relato ficticio, lo cual puede ser inadecuado para menores.	3
Texto con violencia moderada: mensaje que trata los golpes como entretenimiento, presentado como algo normal.	3
Nadie se hace rico trabajando honradamente. Pablo Escobar	5
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
El contenido presenta video donde se normaliza resolver conflictos con golpes en un video de reacción, lo cual puede ser inadecuado para menores.	3
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Mensaje muy riesgoso: texto que amenaza con consecuencias violentas graves; evita detalles gráficos, pero glorifica daño grave.	5
Texto no apto para niños ni adolescentes: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente, con normalización de violencia extrema.	5
El mensaje usa texto que presume participar en actos agresivos como forma de presión o miedo; no es adecuado para niños.	4
Mensaje muy riesgoso: comentario que elogia a figuras criminales violentas; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo alto: mensaje que normaliza la venganza violenta en un comentario de redes, con glorificación de daño.	4
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un video viral, claramente no apto para menores.	5
Mensaje con escena de empujones en un juego físico supervisado en un montaje dramático, tratado como ficción o actividad controlada.	2
Mensaje problemático por mensaje que describe una persecución agresiva sin detalles explícitos; describe violencia a alto nivel, sin detalles gráficos.	3
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
El texto menciona video con intimidación y contacto violento descrito a alto nivel en un fragmento de película; no es apto para niños sin supervisión.	3
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
El contenido presenta video con intimidación y contacto violento descrito a alto nivel en una escena de acción, lo cual puede ser inadecuado para menores.	3
El texto menciona mensaje que presenta la agresión como forma de ganar respeto en un foro de adolescentes; no es apto para niños sin supervisión.	3
Texto preocupante porque incluye comentario que amenaza con hacer daño a otra persona sin dar instrucciones; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario de riesgo medio: comentario que celebra una discusión que se vuelve física, con normalización de una conducta agresiva.	3
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
Cuando tienes dinero, hasta Dios te habla al oído. Chapo Guzmán	5
como que solo le tiran a las 4 solo la de ellos les cabe 😁	5
El mensaje presenta mensaje que romantiza el crimen violento y sus consecuencias como algo aceptable o admirable; es altamente inadecuado para menores.	5
El contenido presenta comentario que alienta una revancha física sin explicar cómo en un video de reacción, lo cual puede ser inadecuado para menores.	3
El contenido menciona competencia deportiva con contacto controlado; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
corren con los militares	5
El texto muestra escena de empujón accidental tratada como humor en una escena de acción, con tono molesto pero controlado.	1
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un relato ficticio, con una situación tensa.	5
Texto con riesgo bajo-medio: juego de batalla con accesorios de espuma, presentado sin daño explícito.	2
Comentario con escena de empujón accidental tratada como humor; puede ser poco amable, pero no llega a violencia real.	1
El texto menciona comentario que minimiza una pelea real entre adolescentes en un fragmento de película; no es apto para niños sin supervisión.	3
Mensaje problemático por comentario que minimiza una pelea real entre adolescentes; describe violencia a alto nivel, sin detalles gráficos.	3
Texto con riesgo bajo-medio: competencia deportiva con contacto controlado, presentado sin daño explícito.	2
Mensaje muy riesgoso: mensaje que trata la violencia extrema como espectáculo; evita detalles gráficos, pero glorifica daño grave.	5
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Texto no apto para niños ni adolescentes: mensaje que glorifica violencia grave y la presenta como admirable, con normalización de violencia extrema.	5
El contenido presenta pelea callejera mencionada de forma general sin detalles gráficos en un relato ficticio, lo cual puede ser inadecuado para menores.	3
Texto no apto para niños ni adolescentes: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente, con normalización de violencia extrema.	5
Contenido de riesgo máximo: comentario que normaliza hacer daño grave para ganar respeto en una publicación de fans, claramente no apto para menores.	5
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
Comentario positivo de comentario amable sobre una canción infantil; es adecuado para un entorno infantil.	0
Comentario sobre escena de empujones en un juego físico supervisado; puede no ser ideal para niños pequeños, pero no es extremo.	2
Texto de bajo riesgo: aparece comentario con tono molesto pero sin amenazas, sin amenazas ni daño físico.	1
Texto no apto para niños ni adolescentes: comentario que normaliza hacer daño grave para ganar respeto, con normalización de violencia extrema.	5
El texto muestra comentario con tono molesto pero sin amenazas en un video viral, con tono molesto pero controlado.	1
jaja	5
Mensaje con video de acción con golpes simulados y tono ficticio en un fragmento de película, tratado como ficción o actividad controlada.	2
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un foro de adolescentes, claramente no apto para menores.	5
Mensaje muy riesgoso: texto que celebra una agresión extrema sin detalles explícitos; evita detalles gráficos, pero glorifica daño grave.	5
Es una realidad que las drogas destruyen. Donde crecí no había otro camino, y todavía no hay una manera de sobrevivir. Chapo Guzmán	5
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un fragmento de película, claramente no apto para menores.	5
Mensaje con persecución ficticia sin daño real en un video de barrio, tratado como ficción o actividad controlada.	2
Mensaje de alto riesgo: comentario que presenta el daño físico como algo divertido en un video de reacción, que puede asustar a menores.	4
Uno lee todos los días la prensa y uno ve mucho peculado, a eso lo llamo yo un dinero caliente. Gonzalo Rodríguez Gacha	5
